,IDENTITAS,UMUR,JENIS_KELAMIN,PENGALAMAN_MENGEMUDI,PENDIDIKAN,PENGHASILAN,SKOR_KREDIT,PEMILIK_KENDARAAN,TAHUN_PRODUKSI,STATUS,ANAK,KODE_POS,KM_PER_TAHUN,JENIS_KENDARAAN,TILANG_NGEBUT,TILANG_MABUK,KECELAKAAN_SEBELUMNYA,KLAIM
5093,25459,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.5982796403762255,ya,sebelum 2020,menikah,ada,32765,9000.0,keluarga,10,1,5,tidak
5094,256304,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,kurang dari UMR,,tidak,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,1,0,0,ya
5095,686015,antara 25-40 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.4495824703074251,tidak,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,0,ya
5096,374142,lebih dari 65 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6655668427949974,tidak,setelah 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,1,ya
5097,908652,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.3930218877792529,tidak,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,0,0,0,ya
5098,907528,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.4118003401511624,ya,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,3,0,2,tidak
5099,665946,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.6093539898614507,ya,sebelum 2020,menikah,ada,10238,,keluarga,1,0,4,tidak
5100,990622,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.534190231206679,ya,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,0,1,1,tidak
5101,245142,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,tidak ada,lebih dari 3x UMR,0.7879960187466863,ya,setelah 2020,menikah,ada,32765,9000.0,keluarga,0,0,0,tidak
5102,507424,lebih dari 65 tahun,perempuan,antara 20-30 tahun,tidak ada,lebih dari 3x UMR,0.4450130053554757,ya,sebelum 2020,menikah,ada,32765,8000.0,keluarga,6,0,1,tidak
5103,515684,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.4056422745779473,ya,sebelum 2020,belum menikah,tidak ada,10238,,keluarga,1,0,0,tidak
5104,833770,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.613220489579212,ya,setelah 2020,menikah,ada,10238,14000.0,keluarga,0,0,3,tidak
5105,463956,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6386858926010643,ya,setelah 2020,menikah,ada,10238,8000.0,keluarga,7,1,3,tidak
5106,888650,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.5638169870236502,ya,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,0,0,1,tidak
5107,527006,antara 40-65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.644414834802091,ya,setelah 2020,belum menikah,ada,10238,11000.0,keluarga,0,0,0,tidak
5108,579130,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.3755947075424601,ya,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,1,0,0,ya
5109,370672,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.2874575410236509,tidak,sebelum 2020,belum menikah,ada,32765,,keluarga,2,1,2,ya
5110,479043,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.5474717561610799,tidak,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,0,ya
5111,707119,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3396114289704698,ya,sebelum 2020,belum menikah,tidak ada,10238,11000.0,keluarga,0,0,0,tidak
5112,288376,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 1-2x UMR,,ya,sebelum 2020,belum menikah,tidak ada,32765,,keluarga,2,2,0,tidak
5113,747965,antara 40-65 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 2-3x UMR,0.5512974025792904,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,3,0,1,tidak
5114,19568,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6353945656273279,ya,setelah 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,2,tidak
5115,356868,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5811296831555122,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,5,0,1,tidak
5116,57769,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.3456316481039522,ya,sebelum 2020,menikah,tidak ada,10238,10000.0,keluarga,0,1,1,tidak
5117,896096,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.5193479438514836,ya,sebelum 2020,menikah,tidak ada,10238,18000.0,keluarga,0,0,0,ya
5118,279212,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 1-2x UMR,0.4207561350863127,tidak,sebelum 2020,menikah,tidak ada,32765,,keluarga,7,2,3,tidak
5119,406571,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 2-3x UMR,,tidak,sebelum 2020,menikah,ada,10238,8000.0,keluarga,5,0,9,tidak
5120,829777,antara 40-65 tahun,perempuan,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.5675874655649595,ya,sebelum 2020,menikah,ada,10238,8000.0,keluarga,0,0,0,tidak
5121,372369,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,,ya,sebelum 2020,menikah,tidak ada,10238,14000.0,keluarga,1,0,2,tidak
5122,12509,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6528807993417568,ya,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,0,2,1,tidak
5123,100647,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,,tidak,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,2,0,0,ya
5124,102865,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.4802304710426351,ya,sebelum 2020,belum menikah,tidak ada,10238,15000.0,sport,1,0,0,tidak
5125,87915,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.7351527213384134,ya,sebelum 2020,belum menikah,tidak ada,10238,,keluarga,1,1,0,tidak
5126,862085,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.4367462837571669,tidak,sebelum 2020,belum menikah,tidak ada,32765,13000.0,keluarga,1,1,0,ya
5127,933768,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6614527533619113,ya,sebelum 2020,belum menikah,tidak ada,32765,11000.0,keluarga,7,1,2,tidak
5128,936024,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,tidak ada,antara 1-2x UMR,0.3278243327742141,tidak,sebelum 2020,menikah,ada,32765,8000.0,keluarga,3,0,2,tidak
5129,302189,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.3563114306897274,ya,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,0,0,0,ya
5130,971471,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3109816429091414,tidak,sebelum 2020,belum menikah,tidak ada,32765,14000.0,keluarga,0,0,0,ya
5131,189179,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.5614045221710208,ya,sebelum 2020,belum menikah,tidak ada,32765,15000.0,keluarga,3,1,1,tidak
5132,723272,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.5459111878739242,tidak,sebelum 2020,menikah,ada,32765,,keluarga,0,0,0,ya
5133,715622,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6178115829185272,ya,setelah 2020,menikah,tidak ada,10238,11000.0,keluarga,1,1,5,tidak
5134,556911,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6900696335241753,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,3,1,5,tidak
5135,236094,antara 25-40 tahun,perempuan,kurang dari 10 tahun,SMA,lebih dari 3x UMR,,ya,setelah 2020,belum menikah,tidak ada,10238,17000.0,keluarga,0,0,0,tidak
5136,143689,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,lebih dari 3x UMR,0.6620369030712681,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,2,0,1,tidak
5137,9914,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.2942081165547001,tidak,sebelum 2020,belum menikah,ada,10238,16000.0,keluarga,1,1,2,ya
5138,750937,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.7744583614588328,ya,sebelum 2020,belum menikah,ada,10238,,keluarga,3,0,0,tidak
5139,624793,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5932764113109901,tidak,setelah 2020,belum menikah,ada,10238,13000.0,keluarga,4,1,0,tidak
5140,615907,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,0,0,1,tidak
5141,810417,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.4131181464759037,ya,sebelum 2020,belum menikah,ada,21217,15000.0,keluarga,0,0,1,ya
5142,13552,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.5871553381197856,ya,setelah 2020,belum menikah,tidak ada,10238,14000.0,keluarga,2,0,1,tidak
5143,746569,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,antara 2-3x UMR,0.3962202743551265,ya,sebelum 2020,belum menikah,ada,92101,14000.0,keluarga,1,0,3,tidak
5144,567055,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,lebih dari 3x UMR,0.6744237039305945,ya,setelah 2020,belum menikah,ada,92101,12000.0,keluarga,2,0,3,tidak
5145,728580,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.4179968937506797,ya,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,0,0,ya
5146,733039,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,,tidak,sebelum 2020,menikah,ada,10238,9000.0,keluarga,0,0,0,ya
5147,422188,antara 40-65 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 2-3x UMR,0.6787681469910648,ya,sebelum 2020,menikah,tidak ada,10238,9000.0,sport,0,0,0,tidak
5148,875592,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5064172047172271,ya,sebelum 2020,belum menikah,ada,32765,12000.0,keluarga,4,1,1,tidak
5149,781452,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6906991567211531,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,3,0,7,tidak
5150,388171,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.427473042131671,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,tidak
5151,871868,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4439992458560763,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,ya
5152,446063,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.371813066706245,tidak,sebelum 2020,belum menikah,ada,32765,8000.0,keluarga,0,0,0,ya
5153,280107,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.4814900180091189,tidak,sebelum 2020,belum menikah,tidak ada,10238,21000.0,keluarga,0,0,0,ya
5154,520649,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6547958229179276,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,4,1,5,tidak
5155,902477,antara 40-65 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.5362740945253154,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,3,2,3,tidak
5156,293796,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 1-2x UMR,0.588337216849703,tidak,sebelum 2020,menikah,ada,32765,6000.0,keluarga,1,0,1,ya
5157,833120,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 2-3x UMR,0.5125204353330771,ya,sebelum 2020,belum menikah,ada,10238,,keluarga,4,1,2,tidak
5158,651213,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,kurang dari UMR,0.2307192677794806,ya,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,1,0,1,tidak
5159,142709,antara 40-65 tahun,perempuan,antara 10-20 tahun,SMA,kurang dari UMR,0.4057523426788669,tidak,sebelum 2020,menikah,tidak ada,10238,10000.0,keluarga,4,0,0,tidak
5160,430044,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6852761423207604,ya,setelah 2020,menikah,ada,92101,14000.0,keluarga,0,0,0,tidak
5161,218271,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.5535496501307879,tidak,sebelum 2020,belum menikah,ada,92101,12000.0,keluarga,0,0,0,ya
5162,459055,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6540567904445873,ya,sebelum 2020,menikah,ada,10238,13000.0,sport,2,0,2,tidak
5163,643290,lebih dari 65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.7431654508072568,ya,sebelum 2020,belum menikah,ada,32765,9000.0,keluarga,0,0,0,tidak
5164,683643,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.4614531851675966,ya,setelah 2020,menikah,ada,32765,,keluarga,7,0,2,tidak
5165,448347,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5007565863468161,ya,setelah 2020,menikah,ada,32765,10000.0,keluarga,4,0,1,tidak
5166,362814,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.527302248297344,ya,sebelum 2020,menikah,tidak ada,10238,13000.0,keluarga,0,0,0,tidak
5167,857478,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,tidak ada,antara 2-3x UMR,0.5571626888981205,tidak,sebelum 2020,menikah,ada,10238,,keluarga,3,2,3,tidak
5168,202230,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.5075828928455902,tidak,sebelum 2020,belum menikah,tidak ada,32765,15000.0,keluarga,0,0,0,ya
5169,739273,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,,ya,setelah 2020,belum menikah,ada,10238,16000.0,keluarga,0,1,2,tidak
5170,503527,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,kurang dari UMR,0.3373971578506312,tidak,setelah 2020,belum menikah,tidak ada,10238,17000.0,keluarga,1,0,2,tidak
5171,130769,lebih dari 65 tahun,perempuan,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.6180232418322302,ya,setelah 2020,menikah,tidak ada,92101,14000.0,keluarga,0,0,0,tidak
5172,315893,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.5708790194853859,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,0,2,3,tidak
5173,55603,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 2-3x UMR,0.4716399096490579,ya,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,1,1,2,tidak
5174,966860,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,tidak ada,antara 1-2x UMR,0.6056339486090861,ya,sebelum 2020,menikah,ada,92101,12000.0,keluarga,1,1,0,tidak
5175,800943,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3797179437274305,ya,sebelum 2020,belum menikah,tidak ada,32765,9000.0,keluarga,2,0,0,tidak
5176,599732,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6943393878817111,ya,sebelum 2020,menikah,ada,92101,12000.0,keluarga,0,0,0,ya
5177,139861,antara 40-65 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.58306031835725,ya,setelah 2020,menikah,ada,32765,7000.0,keluarga,2,0,2,tidak
5178,250086,lebih dari 65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.4882145204143449,ya,sebelum 2020,menikah,ada,32765,9000.0,sport,4,1,0,tidak
5179,590314,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,,ya,sebelum 2020,menikah,tidak ada,32765,9000.0,keluarga,3,0,3,tidak
5180,615002,antara 40-65 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5428697966105621,tidak,sebelum 2020,menikah,ada,10238,9000.0,keluarga,1,0,1,ya
5181,615641,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 1-2x UMR,0.4572646204776518,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,2,0,4,tidak
5182,548888,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5488939939280708,tidak,setelah 2020,menikah,ada,10238,12000.0,keluarga,1,0,1,tidak
5183,88614,antara 25-40 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5345576129748951,tidak,sebelum 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,ya
5184,331291,antara 25-40 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6523304062782493,ya,setelah 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,tidak
5185,217002,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.3863880207638034,tidak,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,0,0,0,ya
5186,909838,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 2-3x UMR,0.4505384577546662,ya,sebelum 2020,belum menikah,ada,32765,12000.0,keluarga,3,0,1,tidak
5187,218063,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.4167486425392473,ya,sebelum 2020,menikah,ada,32765,9000.0,keluarga,10,1,3,ya
5188,174969,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,0,0,0,ya
5189,987314,lebih dari 65 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.6021047353408335,tidak,sebelum 2020,menikah,ada,10238,8000.0,keluarga,1,1,1,ya
5190,360122,lebih dari 65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5491678163041861,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,2,1,4,tidak
5191,674120,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 1-2x UMR,0.5219565746594471,ya,setelah 2020,belum menikah,tidak ada,10238,11000.0,keluarga,0,0,0,tidak
5192,506080,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 2-3x UMR,0.6028335988480005,tidak,setelah 2020,belum menikah,ada,10238,15000.0,keluarga,2,0,4,tidak
5193,148676,antara 40-65 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.5678186917072966,ya,setelah 2020,menikah,tidak ada,32765,7000.0,keluarga,4,0,1,tidak
5194,263202,lebih dari 65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6949200720707026,ya,sebelum 2020,menikah,ada,10238,9000.0,keluarga,2,0,2,tidak
5195,397460,antara 25-40 tahun,perempuan,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.7004281824636157,ya,sebelum 2020,menikah,ada,32765,13000.0,keluarga,0,0,0,tidak
5196,9574,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4957048730836951,tidak,sebelum 2020,belum menikah,tidak ada,32765,11000.0,keluarga,4,1,1,ya
5197,949445,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.4936007646121511,tidak,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,ya
5198,785433,antara 40-65 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5175180906935773,ya,setelah 2020,menikah,ada,10238,7000.0,keluarga,0,0,0,tidak
5199,332232,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4014535021639726,ya,sebelum 2020,menikah,ada,10238,13000.0,sport,0,0,0,ya
5200,612876,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.5053902358559241,tidak,sebelum 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,ya
5201,507548,lebih dari 65 tahun,perempuan,antara 10-20 tahun,universitas,antara 2-3x UMR,0.6269620832137512,ya,sebelum 2020,menikah,tidak ada,32765,12000.0,sport,2,0,1,tidak
5202,829901,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.7020880143855619,ya,setelah 2020,menikah,ada,32765,11000.0,keluarga,10,2,3,tidak
5203,147267,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.1774430776316491,ya,sebelum 2020,belum menikah,tidak ada,32765,9000.0,keluarga,0,0,0,ya
5204,105009,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.2299027004575464,tidak,sebelum 2020,menikah,tidak ada,10238,10000.0,keluarga,0,0,0,ya
5205,464094,antara 25-40 tahun,perempuan,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.5612935460191896,ya,setelah 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,tidak
5206,657999,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.4871216304800666,tidak,sebelum 2020,menikah,ada,32765,7000.0,keluarga,0,0,0,ya
5207,511769,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,kurang dari UMR,0.3740571032388322,tidak,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,1,0,0,ya
5208,298277,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,0.2125402312931636,ya,sebelum 2020,menikah,ada,10238,15000.0,keluarga,0,0,1,tidak
5209,750105,lebih dari 65 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5359382220542888,ya,setelah 2020,menikah,ada,10238,13000.0,keluarga,0,1,2,tidak
5210,489922,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6718568497511987,ya,sebelum 2020,menikah,tidak ada,10238,12000.0,keluarga,1,0,2,tidak
5211,701527,lebih dari 65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6415154778803935,ya,setelah 2020,belum menikah,ada,10238,11000.0,keluarga,0,0,0,tidak
5212,534597,antara 40-65 tahun,laki-laki,antara 20-30 tahun,tidak ada,antara 2-3x UMR,0.2977468587489934,ya,setelah 2020,belum menikah,tidak ada,10238,12000.0,keluarga,3,0,2,tidak
5213,28555,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,,ya,setelah 2020,menikah,ada,10238,6000.0,keluarga,3,0,1,tidak
5214,893246,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,antara 2-3x UMR,0.469759362610576,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,6,2,5,tidak
5215,93567,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.2757461301987848,tidak,sebelum 2020,belum menikah,tidak ada,32765,13000.0,keluarga,0,0,0,ya
5216,772042,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.5981145934451958,tidak,sebelum 2020,belum menikah,ada,32765,,keluarga,3,0,1,ya
5217,673145,antara 40-65 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 2-3x UMR,0.5687434240980338,ya,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,tidak
5218,784982,antara 40-65 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 2-3x UMR,0.5338552034439775,ya,sebelum 2020,belum menikah,tidak ada,32765,18000.0,keluarga,0,0,0,tidak
5219,873573,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.2739856772686334,tidak,sebelum 2020,belum menikah,tidak ada,10238,11000.0,keluarga,0,0,0,ya
5220,695076,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.4380507011715331,ya,sebelum 2020,belum menikah,ada,10238,18000.0,keluarga,0,0,0,tidak
5221,923637,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.7582172161658914,ya,setelah 2020,menikah,tidak ada,10238,12000.0,keluarga,0,0,0,tidak
5222,594395,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5112058884078383,ya,sebelum 2020,menikah,ada,10238,14000.0,keluarga,2,1,5,tidak
5223,728983,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5812026447520117,tidak,setelah 2020,menikah,ada,10238,13000.0,keluarga,0,0,0,ya
5224,57792,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3002081668900594,ya,sebelum 2020,menikah,ada,10238,5000.0,keluarga,3,0,5,tidak
5225,604407,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.4952958891181545,ya,sebelum 2020,belum menikah,tidak ada,32765,13000.0,keluarga,3,0,0,tidak
5226,565694,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.4518349804466685,ya,sebelum 2020,menikah,ada,10238,9000.0,keluarga,0,0,6,tidak
5227,234567,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,antara 2-3x UMR,0.5590663741166904,tidak,sebelum 2020,menikah,ada,32765,10000.0,keluarga,1,0,3,tidak
5228,883688,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5589096259275953,ya,setelah 2020,menikah,ada,10238,12000.0,keluarga,3,0,2,tidak
5229,948725,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6973301225555232,ya,setelah 2020,menikah,ada,92101,10000.0,keluarga,3,0,1,tidak
